session_id,device_id,customer_id,session_start,duration_minutes,avg_bitrate_kbps,packet_loss_pct,uptime_pct,dropped_connection,network_type
1352,296,49,2025-11-30 21:23:16.483696,63.8,6286.0,0.31,99.69,0,Cellular Bonded
1353,213,75,2026-02-17 13:36:56.451499,39.7,3305.0,0.72,99.28,0,Wired IP
1354,39,58,2026-04-29 23:38:11.628549,11.8,12065.0,0.12,99.88,0,Wired IP
1355,48,21,2026-01-22 09:57:20.769817,38.6,10705.0,0.68,99.32,0,Cellular Bonded
1356,143,42,2026-07-27 06:29:58.526249,111.7,5936.0,0.03,99.97,0,Cellular Bonded
1357,189,1,2025-10-22 16:16:14.644509,1.0,3242.0,0.9,99.1,0,Cellular Bonded
1358,250,8,2026-07-19 08:42:37.135666,32.7,12724.0,0.58,99.42,0,Wired IP
1359,2,35,2026-02-25 15:50:26.289004,48.6,8363.0,0.04,99.96,0,Wired IP
1360,48,21,2025-11-14 04:50:21.884123,117.1,8276.0,0.78,99.22,0,Wired IP
1361,235,75,2026-04-01 11:35:46.608894,68.0,9557.0,0.17,99.83,0,Wired IP
1362,184,92,2025-11-18 09:08:48.596266,36.1,8196.0,0.41,99.59,0,Satellite Hybrid
1363,274,35,2025-12-25 14:57:55.505183,76.7,9888.0,0.17,99.83,0,Wired IP
1364,220,18,2026-06-04 10:07:35.468548,85.6,10973.0,0.14,99.86,0,Cellular Bonded
1365,254,28,2025-09-16 02:00:19.963439,43.7,8529.0,0.12,99.88,0,WiFi
1366,146,27,2026-08-03 10:05:26.569445,1.0,6726.0,0.07,99.93,0,Cellular Bonded
1367,296,49,2026-02-01 18:58:55.199911,34.8,10168.0,0.0,100.0,0,WiFi
1368,249,90,2025-11-15 00:27:20.677749,68.1,8864.0,0.05,99.95,0,Cellular Bonded
1369,25,35,2026-04-29 18:10:50.113197,50.5,9247.0,0.37,99.63,0,Cellular Bonded
1370,236,12,2025-12-05 17:47:12.970117,88.0,6660.0,0.54,94.46,1,WiFi
1371,81,84,2026-06-16 12:20:23.496849,51.8,7459.0,0.34,99.66,0,Satellite Hybrid
1372,1,50,2025-09-16 16:00:09.757248,66.2,5104.0,0.71,99.29,0,Cellular Bonded
1373,220,18,2026-08-15 05:44:36.733602,23.8,7479.0,0.05,99.95,0,Satellite Hybrid
1374,68,37,2026-04-12 11:25:13.466999,108.9,9735.0,0.33,99.67,0,Satellite Hybrid
1375,155,109,2025-08-29 19:18:28.008937,26.6,9326.0,0.5,99.5,0,WiFi
1376,141,13,2026-01-13 04:20:53.050815,33.9,5759.0,0.43,99.57,0,Cellular Bonded
1377,185,72,2026-01-02 22:05:19.009749,89.9,5947.0,0.07,99.93,0,Wired IP
1378,191,77,2026-02-07 23:58:57.911385,26.1,8090.0,0.47,99.53,0,Cellular Bonded
1379,85,13,2026-04-07 16:14:43.912072,38.8,3727.0,0.14,99.86,0,Cellular Bonded
1380,157,86,2026-05-01 19:19:09.683841,47.9,5384.0,0.12,99.88,0,WiFi
1381,120,58,2025-09-17 10:07:51.322582,65.8,13000.0,0.6,99.4,0,WiFi
1382,47,89,2026-06-22 19:37:17.860394,139.3,11114.0,0.13,99.87,0,Wired IP
1383,1,50,2026-04-10 15:43:39.581352,64.1,7822.0,0.51,99.49,0,Cellular Bonded
1384,40,117,2025-12-17 03:58:11.048720,79.0,4888.0,0.33,99.67,0,WiFi
1385,116,39,2026-08-10 00:03:48.035463,54.5,8553.0,0.01,99.99,0,WiFi
1386,228,117,2026-08-08 17:29:31.808538,102.2,4333.0,0.07,94.93,1,Cellular Bonded
1387,176,39,2026-07-10 20:57:04.064561,171.3,8345.0,0.29,99.71,0,Cellular Bonded
1388,217,19,2026-07-19 18:22:36.856179,43.6,7477.0,0.04,99.96,0,Cellular Bonded
1389,245,117,2025-11-10 02:41:46.325592,74.9,2473.0,0.15,99.85,0,WiFi
1390,197,56,2026-07-13 05:44:14.835146,48.4,9879.0,0.09,99.91,0,Cellular Bonded
1391,53,24,2026-04-27 22:49:33.846204,24.5,13239.0,0.08,99.92,0,WiFi
1392,189,1,2026-03-13 03:17:39.665509,72.1,5116.0,0.3,99.7,0,WiFi
1393,71,55,2025-11-25 04:46:26.486714,26.0,9744.0,0.08,99.92,0,Cellular Bonded
1394,69,12,2026-07-21 14:14:36.526193,80.2,8882.0,0.29,99.71,0,Wired IP
1395,74,89,2026-04-25 01:58:26.239607,69.3,8400.0,0.24,99.76,0,WiFi
1396,289,120,2025-11-28 14:03:28.331055,83.8,9542.0,0.07,94.93,1,WiFi
1397,85,13,2026-03-04 11:11:28.816488,69.8,7766.0,0.25,99.75,0,WiFi
1398,110,85,2026-04-15 11:23:23.433282,28.5,7984.0,0.14,99.86,0,Wired IP
1399,78,17,2025-10-22 17:02:19.462711,61.9,8492.0,2.24,97.76,0,WiFi
1400,227,1,2026-06-24 16:16:59.874674,46.7,8276.0,0.93,99.07,0,Satellite Hybrid
1401,45,120,2025-08-23 22:54:03.804350,68.7,8256.0,0.72,99.28,0,WiFi
1402,72,13,2025-11-01 20:37:30.266003,25.7,4869.0,0.15,99.85,0,Cellular Bonded
1403,197,56,2025-10-09 20:58:39.402675,132.8,9760.0,0.77,99.23,0,Cellular Bonded
1404,220,18,2026-06-13 19:45:35.530664,56.2,8049.0,0.04,99.96,0,Cellular Bonded
1405,72,13,2026-06-13 21:36:50.739844,49.3,8528.0,0.5,99.5,0,Cellular Bonded
1406,44,29,2026-07-23 07:33:26.307622,72.0,8529.0,1.27,98.73,0,Wired IP
1407,146,27,2025-12-05 11:40:26.290752,29.2,9311.0,0.13,99.87,0,Cellular Bonded
1408,14,74,2026-03-12 02:32:10.822873,68.5,14268.0,0.81,99.19,0,Wired IP
1409,155,109,2026-03-13 02:31:17.030784,71.9,1578.0,1.42,98.58,0,Cellular Bonded
1410,261,118,2026-06-24 07:39:07.996949,39.3,9709.0,0.46,99.54,0,Cellular Bonded
1411,201,6,2026-04-22 09:11:50.516729,71.4,10478.0,0.08,99.92,0,Cellular Bonded
1412,28,90,2026-03-03 13:34:01.007955,87.6,7981.0,0.59,99.41,0,Cellular Bonded
1413,123,95,2026-01-05 08:34:56.779835,89.2,3025.0,0.55,99.45,0,WiFi
1414,58,112,2026-05-15 06:35:56.269466,112.4,5651.0,0.43,99.57,0,Wired IP
1415,37,7,2026-06-02 19:14:35.577327,26.7,10367.0,0.75,99.25,0,Cellular Bonded
1416,7,43,2026-04-26 20:44:35.484008,35.3,4349.0,0.72,99.28,0,Cellular Bonded
1417,163,4,2025-09-15 20:49:22.710060,43.6,500.0,0.01,99.99,0,Cellular Bonded
1418,292,65,2026-05-17 08:38:10.413610,80.3,8947.0,0.14,99.86,0,Wired IP
1419,280,25,2025-12-22 11:46:56.425208,47.6,11601.0,0.55,99.45,0,Wired IP
1420,242,76,2025-09-22 21:32:32.592205,2.0,7382.0,1.14,98.86,0,Satellite Hybrid
1421,38,68,2025-11-10 23:31:31.612269,71.8,5695.0,0.28,94.72,1,Wired IP
1422,35,115,2025-09-14 23:42:50.142756,1.0,8523.0,0.45,94.55,1,Cellular Bonded
1423,111,100,2026-03-27 03:34:48.948752,81.4,4295.0,0.69,94.31,1,Cellular Bonded
1424,31,26,2026-03-30 07:46:11.525733,7.1,11147.0,0.14,99.86,0,Cellular Bonded
1425,204,45,2026-03-23 15:49:29.189764,105.0,6811.0,0.13,99.87,0,WiFi
1426,257,41,2026-08-06 22:23:42.335170,124.0,10180.0,0.14,99.86,0,Cellular Bonded
1427,217,19,2025-12-15 09:05:37.896785,157.2,7474.0,0.53,99.47,0,Cellular Bonded
1428,43,75,2026-04-06 17:14:48.798262,102.8,10957.0,0.49,99.51,0,Cellular Bonded
1429,276,82,2026-05-31 06:21:18.053256,12.6,6620.0,0.7,99.3,0,Satellite Hybrid
1430,143,42,2026-01-29 16:58:24.043415,91.4,7793.0,0.02,99.98,0,Wired IP
1431,41,114,2025-11-09 12:25:56.708718,46.0,10934.0,0.11,99.89,0,WiFi
1432,105,69,2026-03-08 02:51:44.992416,28.8,6636.0,0.62,99.38,0,Cellular Bonded
1433,80,62,2026-01-02 06:49:19.221287,82.4,9394.0,0.85,99.15,0,WiFi
1434,201,6,2025-10-25 00:57:46.618153,1.7,9985.0,0.88,99.12,0,WiFi
1435,34,34,2026-03-20 02:32:58.606931,42.5,7917.0,0.41,99.59,0,Cellular Bonded
1436,224,14,2026-01-03 23:31:22.625392,87.9,5478.0,0.04,99.96,0,WiFi
1437,123,95,2026-05-27 02:38:55.867340,117.9,5213.0,0.19,99.81,0,Cellular Bonded
1438,45,120,2025-12-04 01:31:44.135001,28.0,7439.0,0.34,99.66,0,Cellular Bonded
1439,60,82,2025-11-16 04:51:28.033738,105.3,8178.0,0.73,99.27,0,Wired IP
1440,29,8,2025-09-14 01:42:36.816969,71.5,5357.0,0.9,99.1,0,Wired IP
1441,90,12,2025-11-24 01:24:48.077631,59.6,6946.0,0.1,99.9,0,WiFi
1442,71,55,2026-01-03 22:53:09.061856,30.6,8794.0,0.26,99.74,0,WiFi
1443,84,86,2026-05-31 09:21:09.053874,71.7,10370.0,0.67,99.33,0,WiFi
1444,178,45,2025-10-13 13:20:05.202994,61.2,7811.0,0.51,99.49,0,Cellular Bonded
1445,133,9,2026-01-07 11:11:01.149672,83.5,9793.0,0.74,99.26,0,Cellular Bonded
1446,65,23,2025-12-27 21:48:04.973793,110.3,4965.0,0.01,99.99,0,WiFi
1447,138,102,2025-09-20 15:31:40.533966,53.1,10938.0,0.58,99.42,0,Cellular Bonded
1448,61,113,2026-07-28 10:57:28.600017,65.3,8827.0,1.09,98.91,0,Cellular Bonded
1449,16,44,2026-01-27 14:02:03.245673,24.1,5717.0,1.06,98.94,0,Cellular Bonded
1450,220,18,2026-05-23 03:50:50.159987,123.6,13251.0,0.54,99.46,0,Cellular Bonded
1451,33,90,2025-09-24 13:21:59.187243,34.1,6671.0,0.39,99.61,0,WiFi
1452,296,49,2025-09-19 02:31:43.218786,129.3,9171.0,0.06,99.94,0,Wired IP
1453,255,92,2026-01-22 13:30:55.481028,24.5,8559.0,0.25,99.75,0,WiFi
1454,185,72,2026-03-09 13:26:40.916400,53.5,9210.0,0.5,99.5,0,Cellular Bonded
1455,291,118,2026-02-21 07:11:41.591044,67.5,6774.0,0.47,99.53,0,WiFi
1456,81,84,2025-09-24 22:39:58.737002,50.9,7963.0,0.04,99.96,0,Cellular Bonded
1457,53,24,2025-09-19 22:52:05.522781,1.0,6790.0,0.35,99.65,0,Cellular Bonded
1458,60,82,2026-03-08 13:13:07.166665,82.6,5995.0,0.06,99.94,0,Satellite Hybrid
1459,261,118,2026-03-24 03:21:11.746797,60.0,6494.0,0.08,94.92,1,Cellular Bonded
1460,7,43,2026-05-31 14:09:26.628268,94.8,8292.0,0.02,99.98,0,Cellular Bonded
1461,242,76,2026-06-29 12:43:17.448350,51.8,12573.0,0.66,99.34,0,Cellular Bonded
1462,77,30,2025-08-22 17:50:12.280145,60.5,9127.0,0.17,99.83,0,Wired IP
1463,19,12,2026-01-16 07:05:40.487809,93.4,14892.0,0.52,99.48,0,Satellite Hybrid
1464,215,36,2026-05-29 15:59:25.723400,84.2,5670.0,0.06,99.94,0,WiFi
1465,128,107,2026-05-09 20:02:56.525806,41.2,7819.0,0.01,99.99,0,Wired IP
1466,164,36,2026-03-10 11:47:54.265468,58.8,5350.0,0.68,99.32,0,Wired IP
1467,40,117,2026-08-15 14:59:26.466810,173.3,10020.0,0.44,99.56,0,Wired IP
1468,62,103,2025-11-14 20:22:43.040282,113.1,13189.0,0.01,99.99,0,Cellular Bonded
1469,27,81,2026-02-24 11:05:49.419416,92.4,8303.0,0.81,99.19,0,Wired IP
1470,265,33,2026-04-25 09:44:49.569301,123.9,8356.0,0.73,99.27,0,Satellite Hybrid
1471,206,45,2025-10-19 02:43:08.836083,49.5,2810.0,0.78,99.22,0,Cellular Bonded
1472,239,16,2025-11-24 09:42:33.817825,93.1,11357.0,0.55,99.45,0,Cellular Bonded
1473,160,71,2025-11-24 05:13:20.368788,72.4,9511.0,0.14,99.86,0,Satellite Hybrid
1474,284,30,2025-10-10 12:15:00.854650,24.8,5405.0,0.2,99.8,0,Wired IP
1475,189,1,2025-10-18 06:37:06.459117,146.1,8008.0,0.2,99.8,0,Cellular Bonded
1476,289,120,2025-11-26 23:24:43.307082,69.7,9288.0,1.09,98.91,0,Cellular Bonded
1477,125,35,2025-12-05 15:50:19.023460,25.6,9421.0,0.13,99.87,0,WiFi
1478,253,50,2026-05-30 22:37:55.555536,143.8,6668.0,0.15,99.85,0,Cellular Bonded
1479,101,83,2025-12-28 01:31:19.281659,113.8,8057.0,0.11,99.89,0,Cellular Bonded
1480,280,25,2026-07-28 22:00:53.547285,49.4,13954.0,0.25,99.75,0,Cellular Bonded
1481,126,87,2026-05-08 09:29:32.561147,136.7,11122.0,0.42,99.58,0,Cellular Bonded
1482,210,80,2026-02-15 05:25:35.137713,83.5,8335.0,0.31,94.69,1,WiFi
1483,278,69,2026-03-31 08:19:54.232986,110.4,8454.0,1.06,98.94,0,Cellular Bonded
1484,5,61,2026-02-01 09:01:42.825117,1.0,5019.0,0.21,99.79,0,Cellular Bonded
1485,1,50,2025-10-06 16:44:21.933666,148.1,8906.0,0.09,99.91,0,Wired IP
1486,193,62,2025-08-20 17:00:35.150230,60.8,11096.0,0.21,99.79,0,Cellular Bonded
1487,158,116,2026-01-09 16:21:45.743133,39.5,8995.0,0.46,99.54,0,WiFi
1488,272,13,2026-06-21 11:03:44.379525,84.5,7097.0,0.01,99.99,0,Wired IP
1489,215,36,2026-01-03 21:55:18.556742,77.8,5900.0,0.12,99.88,0,WiFi
1490,31,26,2026-06-28 23:24:21.679355,20.1,8095.0,0.34,99.66,0,Cellular Bonded
1491,73,23,2026-01-25 22:29:47.462250,96.9,8842.0,0.21,99.79,0,Cellular Bonded
1492,48,21,2026-01-22 10:19:57.353450,66.6,7342.0,0.21,99.79,0,Cellular Bonded
1493,119,42,2026-06-14 20:40:49.470841,53.7,4792.0,1.67,98.33,0,Cellular Bonded
1494,267,84,2026-04-12 21:25:44.348832,119.9,9236.0,0.55,99.45,0,Cellular Bonded
1495,191,77,2026-03-23 05:10:25.317546,103.7,8722.0,0.01,99.99,0,Cellular Bonded
1496,44,29,2025-12-05 21:49:21.441985,43.4,4658.0,0.22,99.78,0,WiFi
1497,259,64,2026-03-26 10:25:51.258085,66.1,5724.0,0.33,99.67,0,Cellular Bonded
1498,202,58,2026-04-29 01:08:56.761751,36.0,11621.0,1.16,98.84,0,Cellular Bonded
1499,291,118,2026-02-09 02:18:22.693853,114.8,8681.0,0.13,99.87,0,Cellular Bonded
1500,67,96,2025-10-22 01:59:38.902730,58.9,12661.0,0.91,99.09,0,Wired IP
1501,134,74,2026-01-10 14:40:55.791105,5.6,3573.0,0.21,99.79,0,Cellular Bonded
1502,202,58,2025-12-12 17:40:24.337553,93.0,9904.0,0.26,99.74,0,Cellular Bonded
1503,168,61,2026-05-13 11:55:33.714360,20.3,5441.0,0.67,99.33,0,Cellular Bonded
1504,140,46,2026-04-06 06:33:15.351545,88.2,10619.0,0.53,99.47,0,Cellular Bonded
1505,104,117,2026-08-06 12:15:17.253034,103.6,11979.0,0.59,99.41,0,Cellular Bonded
1506,300,63,2026-05-30 16:34:02.223240,152.2,6969.0,0.05,99.95,0,Cellular Bonded
1507,55,99,2025-12-15 04:47:50.646836,19.2,5169.0,0.4,99.6,0,Cellular Bonded
1508,239,16,2025-11-28 13:25:10.136202,34.2,8610.0,0.04,99.96,0,WiFi
1509,62,103,2026-06-01 02:39:58.897701,62.5,6680.0,0.05,99.95,0,Cellular Bonded
1510,107,12,2025-12-29 11:36:27.480994,68.4,6499.0,0.42,99.58,0,Cellular Bonded
1511,238,96,2026-07-24 11:31:26.948109,90.1,10779.0,0.17,99.83,0,Cellular Bonded
1512,62,103,2025-10-30 04:09:40.845106,74.2,6745.0,0.61,99.39,0,WiFi
1513,156,65,2026-08-17 06:43:09.245419,84.2,11649.0,0.12,99.88,0,Wired IP
1514,21,46,2025-10-22 22:03:22.405275,90.8,8385.0,0.11,99.89,0,Cellular Bonded
1515,168,61,2026-05-25 10:47:27.226242,22.4,3586.0,0.01,99.99,0,Cellular Bonded
1516,128,107,2025-08-28 01:31:55.425257,83.6,11059.0,0.56,99.44,0,Cellular Bonded
1517,203,44,2026-05-10 16:48:29.890452,57.9,3116.0,0.16,99.84,0,WiFi
1518,154,112,2026-07-28 11:05:11.853923,105.4,4806.0,0.06,99.94,0,WiFi
1519,90,12,2025-11-02 18:26:32.372507,73.1,9917.0,0.33,94.67,1,Wired IP
1520,208,47,2026-06-05 10:12:43.392407,9.9,9826.0,0.14,99.86,0,WiFi
1521,285,114,2026-06-17 16:32:52.029421,29.2,10684.0,0.17,99.83,0,Wired IP
1522,128,107,2025-09-12 11:37:02.890595,56.7,5825.0,0.03,99.97,0,WiFi
1523,53,24,2026-06-23 17:09:26.116796,75.9,6404.0,0.02,99.98,0,WiFi
1524,72,13,2026-06-04 11:05:02.499526,51.9,10776.0,0.3,99.7,0,Cellular Bonded
1525,32,74,2026-04-20 21:39:05.056712,102.8,6445.0,0.13,99.87,0,WiFi
1526,114,16,2025-10-08 01:03:49.816400,38.6,6062.0,0.16,99.84,0,Satellite Hybrid
1527,206,45,2025-12-06 18:49:32.803830,130.6,7238.0,0.1,99.9,0,Cellular Bonded
1528,44,29,2025-11-18 11:27:18.883890,89.6,9322.0,0.02,99.98,0,Satellite Hybrid
1529,133,9,2025-10-13 12:09:49.760818,114.7,6713.0,0.83,99.17,0,Wired IP
1530,39,58,2026-01-19 16:43:41.522779,35.8,10194.0,0.67,94.33,1,Cellular Bonded
1531,34,34,2026-01-02 20:31:21.317924,62.5,6373.0,1.14,98.86,0,Wired IP
1532,228,117,2026-01-29 03:58:36.082797,76.0,6881.0,0.66,99.34,0,Cellular Bonded
1533,48,21,2026-03-24 12:11:44.502894,138.3,7384.0,0.23,99.77,0,Cellular Bonded
1534,170,54,2026-03-18 18:44:15.625337,85.6,8644.0,0.42,99.58,0,WiFi
1535,237,74,2026-03-01 07:17:33.138048,20.9,6767.0,0.41,99.59,0,Cellular Bonded
1536,294,96,2026-07-21 08:25:49.699673,1.0,4792.0,1.11,98.89,0,Cellular Bonded
1537,203,44,2026-07-01 16:32:50.589312,44.5,9410.0,0.11,99.89,0,Cellular Bonded
1538,196,25,2026-01-17 22:26:12.280109,51.2,8432.0,0.16,99.84,0,Cellular Bonded
1539,89,100,2025-08-31 15:49:09.274448,132.2,9006.0,0.3,99.7,0,Wired IP
1540,96,71,2026-08-06 18:04:49.580065,59.4,9143.0,0.6,99.4,0,WiFi
1541,229,54,2026-05-01 08:42:39.724681,59.9,10388.0,0.3,99.7,0,Cellular Bonded
1542,18,13,2026-06-10 18:13:20.723361,47.9,9383.0,0.11,99.89,0,Cellular Bonded
1543,126,87,2026-03-23 00:09:13.975364,78.6,4246.0,0.06,99.94,0,Cellular Bonded
1544,256,101,2026-07-18 00:45:13.950683,58.0,9993.0,0.55,99.45,0,Cellular Bonded
1545,282,10,2025-09-27 03:54:08.175237,94.6,6482.0,0.58,99.42,0,Cellular Bonded
1546,45,120,2025-11-16 20:27:45.719721,61.8,9273.0,0.09,99.91,0,Satellite Hybrid
1547,71,55,2026-04-17 21:04:39.608705,34.6,8938.0,0.62,99.38,0,Cellular Bonded
1548,270,112,2025-10-17 23:00:21.589914,1.0,7472.0,0.54,99.46,0,Cellular Bonded
1549,279,47,2026-03-29 21:22:03.742182,78.8,10978.0,0.63,99.37,0,Wired IP
1550,196,25,2026-03-11 20:04:17.624391,63.4,7715.0,0.05,99.95,0,Cellular Bonded
1551,184,92,2026-04-10 16:48:49.274245,172.4,10018.0,0.33,99.67,0,Cellular Bonded
1552,249,90,2026-04-11 07:48:57.505604,48.8,8803.0,0.15,99.85,0,Satellite Hybrid
1553,290,33,2026-08-06 03:54:53.207497,31.9,12120.0,0.83,99.17,0,Cellular Bonded
1554,199,38,2025-12-17 06:49:35.595055,46.9,7762.0,0.32,99.68,0,WiFi
1555,14,74,2026-06-04 21:28:10.622338,51.2,6292.0,0.61,99.39,0,Cellular Bonded
1556,113,23,2025-09-25 21:53:49.523820,95.6,5128.0,0.09,94.91,1,Wired IP
1557,144,9,2025-09-23 05:36:33.215700,77.6,6491.0,0.28,99.72,0,Wired IP
1558,242,76,2025-11-07 06:39:49.280403,79.9,6038.0,0.34,99.66,0,Cellular Bonded
1559,300,63,2026-05-17 20:52:14.203492,137.0,7826.0,1.11,98.89,0,Cellular Bonded
1560,82,112,2026-03-09 22:16:44.803040,126.3,11032.0,0.09,99.91,0,Cellular Bonded
1561,124,5,2026-04-26 06:19:17.364028,91.7,8650.0,1.62,98.38,0,Cellular Bonded
1562,29,8,2025-11-06 22:10:16.717807,48.9,9803.0,0.0,100.0,0,Cellular Bonded
1563,113,23,2026-01-01 19:22:03.647526,7.3,8288.0,0.16,99.84,0,Cellular Bonded
1564,199,38,2026-02-03 06:35:57.691369,36.7,8908.0,0.1,99.9,0,Cellular Bonded
1565,89,100,2026-04-23 07:16:46.399071,84.1,11732.0,0.47,99.53,0,Satellite Hybrid
1566,163,4,2026-04-27 06:36:53.024582,121.4,6781.0,0.23,99.77,0,Wired IP
1567,184,92,2025-10-12 06:23:29.165173,107.5,7770.0,0.67,99.33,0,Wired IP
1568,15,43,2026-08-17 10:33:17.209296,33.5,11434.0,0.04,99.96,0,WiFi
1569,181,92,2026-02-10 11:15:33.377393,45.1,6325.0,0.17,99.83,0,Cellular Bonded
1570,289,120,2025-12-04 01:59:27.520023,79.9,8160.0,0.57,99.43,0,Cellular Bonded
1571,97,28,2026-07-20 06:36:04.781061,1.0,8765.0,0.05,99.95,0,Cellular Bonded
1572,253,50,2025-09-18 13:53:29.668701,79.6,7451.0,0.04,99.96,0,Cellular Bonded
1573,90,12,2026-06-17 16:51:45.431210,114.9,10170.0,0.24,99.76,0,WiFi
1574,47,89,2026-05-11 18:32:32.602145,120.9,5085.0,0.02,99.98,0,Cellular Bonded
1575,113,23,2025-12-23 09:24:52.203433,89.1,9446.0,0.5,94.5,1,Cellular Bonded
1576,245,117,2025-12-21 11:18:52.485533,49.8,5958.0,0.09,94.91,1,Cellular Bonded
1577,104,117,2026-05-31 12:40:45.079176,102.3,7861.0,0.01,99.99,0,Cellular Bonded
1578,175,19,2026-02-24 11:11:14.245440,130.9,11797.0,0.26,99.74,0,WiFi
1579,166,31,2025-12-23 09:09:57.880527,20.4,7960.0,0.87,99.13,0,Satellite Hybrid
1580,76,105,2025-09-22 20:59:33.294776,77.4,5434.0,0.08,99.92,0,Cellular Bonded
1581,73,23,2026-05-08 19:04:52.206337,86.6,9409.0,0.05,99.95,0,Wired IP
1582,270,112,2026-01-30 09:35:34.344048,92.8,8753.0,0.24,99.76,0,Cellular Bonded
1583,38,68,2025-09-11 18:13:58.142067,59.4,8245.0,0.29,99.71,0,WiFi
1584,203,44,2025-09-03 13:11:15.173799,26.0,9655.0,0.01,99.99,0,Cellular Bonded
1585,173,74,2026-05-04 16:49:38.673110,1.0,8213.0,0.05,99.95,0,Satellite Hybrid
1586,70,113,2025-08-26 11:35:18.247204,94.8,9637.0,0.38,99.62,0,Wired IP
1587,224,14,2025-12-21 11:24:47.831536,102.8,8919.0,1.17,98.83,0,Wired IP
1588,250,8,2025-09-27 03:50:35.490193,36.9,7506.0,0.08,99.92,0,Cellular Bonded
1589,90,12,2026-06-06 06:55:41.738904,87.3,2919.0,0.5,99.5,0,Cellular Bonded
1590,288,119,2026-07-23 16:44:04.084439,113.4,10553.0,0.33,99.67,0,Wired IP
1591,183,20,2026-05-15 13:07:11.521062,23.8,7508.0,0.33,99.67,0,Cellular Bonded
1592,90,12,2026-02-22 14:19:22.965145,32.3,6667.0,0.16,99.84,0,Satellite Hybrid
1593,151,38,2026-03-07 16:59:06.301883,17.4,8670.0,0.05,99.95,0,Cellular Bonded
1594,1,50,2025-12-17 01:30:29.677774,85.8,7821.0,0.72,99.28,0,Cellular Bonded
1595,294,96,2026-01-20 21:07:34.414483,90.5,9253.0,0.17,99.83,0,Wired IP
1596,291,118,2026-02-02 21:45:32.769912,151.9,2231.0,3.26,91.74,1,WiFi
1597,163,4,2026-06-05 10:49:39.583968,123.3,10255.0,0.42,99.58,0,Wired IP
1598,114,16,2026-04-05 03:01:33.867820,58.8,10759.0,0.03,99.97,0,Cellular Bonded
1599,54,64,2025-10-25 06:38:58.228959,101.1,11962.0,0.31,99.69,0,Cellular Bonded
1600,73,23,2026-04-15 04:22:09.942439,23.5,5599.0,0.28,99.72,0,Cellular Bonded
1601,40,117,2026-01-09 15:24:09.009347,13.8,5104.0,0.35,99.65,0,Cellular Bonded
1602,164,36,2026-05-14 09:57:04.036212,74.4,11103.0,0.44,99.56,0,WiFi
1603,46,36,2026-07-06 14:30:06.784213,54.5,3397.0,1.25,98.75,0,WiFi
1604,172,91,2026-01-29 08:25:47.289932,1.0,10544.0,0.13,99.87,0,WiFi
1605,136,108,2026-01-22 01:00:58.931654,7.4,5382.0,0.76,99.24,0,WiFi
1606,35,115,2025-08-19 20:42:27.945683,106.7,6874.0,0.76,99.24,0,Cellular Bonded
1607,56,49,2025-11-04 15:32:28.304836,1.0,8794.0,2.34,97.66,0,WiFi
1608,25,35,2025-11-27 20:17:20.534869,51.6,9782.0,0.07,99.93,0,WiFi
1609,215,36,2026-05-02 03:19:55.459590,44.7,2245.0,0.4,99.6,0,Wired IP
1610,212,85,2026-06-04 19:30:56.897255,120.9,7001.0,0.12,99.88,0,WiFi
1611,194,63,2026-03-16 23:50:34.852806,1.0,7764.0,0.09,99.91,0,Cellular Bonded
1612,193,62,2026-06-06 02:07:45.406925,100.9,11021.0,0.03,99.97,0,WiFi
1613,246,8,2026-03-02 05:23:03.325776,67.5,6368.0,0.12,99.88,0,Satellite Hybrid
1614,296,49,2025-12-29 18:25:09.156263,22.1,6022.0,0.13,99.87,0,Wired IP
1615,116,39,2025-10-29 04:16:51.429748,119.4,10008.0,1.0,99.0,0,Wired IP
1616,38,68,2025-09-28 20:04:33.784537,33.0,9584.0,0.74,99.26,0,Cellular Bonded
1617,18,13,2026-04-20 01:42:34.184621,99.1,10787.0,0.57,99.43,0,Cellular Bonded
1618,164,36,2026-02-12 22:04:14.412251,82.7,8338.0,0.04,99.96,0,Cellular Bonded
1619,54,64,2026-08-05 20:04:33.795873,81.8,8252.0,0.04,99.96,0,Cellular Bonded
1620,88,49,2025-12-10 15:26:31.139188,75.4,9202.0,0.45,99.55,0,Cellular Bonded
1621,83,89,2026-01-07 02:34:26.869430,43.9,9081.0,0.2,99.8,0,Cellular Bonded
1622,281,66,2026-01-08 12:47:00.396293,57.3,5659.0,0.15,99.85,0,Cellular Bonded
1623,48,21,2025-09-28 22:30:13.450778,80.4,6675.0,0.01,99.99,0,Wired IP
1624,248,36,2025-12-24 17:26:49.036317,48.8,9752.0,0.16,99.84,0,Cellular Bonded
1625,221,47,2026-02-01 09:01:09.811849,71.3,10677.0,0.38,99.62,0,Wired IP
1626,85,13,2025-10-20 05:13:39.905379,115.0,10705.0,0.62,99.38,0,Cellular Bonded
1627,223,49,2026-04-21 03:00:22.285066,76.6,7783.0,1.03,98.97,0,Wired IP
1628,52,73,2026-06-06 11:51:46.571965,110.4,7620.0,0.02,99.98,0,Cellular Bonded
1629,98,78,2026-07-19 14:15:44.803698,45.0,1521.0,0.12,99.88,0,Cellular Bonded
1630,284,30,2026-03-21 16:09:45.179799,63.4,4866.0,0.63,99.37,0,WiFi
1631,277,115,2026-04-20 14:03:02.349469,63.8,5540.0,0.48,99.52,0,Cellular Bonded
